A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0250,Caplacizumab,D0721,Ginger,Pharmacodynamic additive effects
D0364,Clopidogrel,D0721,Ginger,Pharmacodynamic additive effects
D0506,Dipyridamole,D0721,Ginger,Pharmacodynamic additive effects
D0588,Eptifibatide,D0721,Ginger,Pharmacodynamic additive effects
D1328,Prasugrel,D0721,Ginger,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D0721,Ginger,Pharmacodynamic additive effects
D1579,Ticagrelor,D0721,Ginger,Pharmacodynamic additive effects
D1593,Tirofiban,D0721,Ginger,Pharmacodynamic additive effects
D1705,Vorapaxar,D0721,Ginger,Pharmacodynamic additive effects
D0087,Anisindione,D0721,Ginger,Pharmacodynamic additive effects
D0096,Apixaban,D0721,Ginger,Pharmacodynamic additive effects
D0102,Ardeparin,D0721,Ginger,Pharmacodynamic additive effects
D0104,Argatroban,D0721,Ginger,Pharmacodynamic additive effects
D0189,Bivalirudin,D0721,Ginger,Pharmacodynamic additive effects
D0414,Dalteparin,D0721,Ginger,Pharmacodynamic additive effects
D0415,Danaparoid,D0721,Ginger,Pharmacodynamic additive effects
D0435,Defibrotide,D0721,Ginger,Pharmacodynamic additive effects
D0481,Dicoumarol,D0721,Ginger,Pharmacodynamic additive effects
D0551,Edoxaban,D0721,Ginger,Pharmacodynamic additive effects
D0574,Enoxaparin,D0721,Ginger,Pharmacodynamic additive effects
D0690,Fondaparinux,D0721,Ginger,Pharmacodynamic additive effects
D0753,Heparin,D0721,Ginger,Pharmacodynamic additive effects
D0904,Lepirudin,D0721,Ginger,Pharmacodynamic additive effects
D1417,Rivaroxaban,D0721,Ginger,Pharmacodynamic additive effects
D1588,Tinzaparin,D0721,Ginger,Pharmacodynamic additive effects
D1711,Warfarin,D0721,Ginger,Pharmacodynamic additive effects
D0047,Alteplase,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0088,Anistreplase,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1395,Reteplase,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1506,Streptokinase,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1550,Tenecteplase,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1669,Urokinase,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0247,Cangrelor,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0250,Caplacizumab,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D1328,Prasugrel,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D1579,Ticagrelor,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D1705,Vorapaxar,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0093,Antithrombin III human,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0096,Apixaban,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0176,Betrixaban,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0414,Dalteparin,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0415,Danaparoid,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0435,Defibrotide,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D0551,Edoxaban,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0722,Ginkgo biloba,D1588,Tinzaparin,Pharmacodynamic additive effects
D0005,Abciximab,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0336,Cilostazol,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0364,Clopidogrel,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0506,Dipyridamole,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0588,Eptifibatide,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1581,Ticlopidine,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1593,Tirofiban,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0087,Anisindione,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0102,Ardeparin,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0104,Argatroban,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0189,Bivalirudin,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0481,Dicoumarol,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0574,Enoxaparin,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0690,Fondaparinux,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0753,Heparin,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0904,Lepirudin,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D1711,Warfarin,D0722,Ginkgo biloba,Pharmacodynamic additive effects
D0047,Alteplase,D0723,Ginseng,Pharmacodynamic additive effects
D0088,Anistreplase,D0723,Ginseng,Pharmacodynamic additive effects
D1395,Reteplase,D0723,Ginseng,Pharmacodynamic additive effects
D1506,Streptokinase,D0723,Ginseng,Pharmacodynamic additive effects
D1550,Tenecteplase,D0723,Ginseng,Pharmacodynamic additive effects
D1669,Urokinase,D0723,Ginseng,Pharmacodynamic additive effects
D0723,Ginseng,D0247,Cangrelor,Pharmacodynamic additive effects
D0723,Ginseng,D0250,Caplacizumab,Pharmacodynamic additive effects
D0723,Ginseng,D1328,Prasugrel,Pharmacodynamic additive effects
D0723,Ginseng,D1579,Ticagrelor,Pharmacodynamic additive effects
D0723,Ginseng,D1705,Vorapaxar,Pharmacodynamic additive effects
D0723,Ginseng,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D0723,Ginseng,D0093,Antithrombin III human,Pharmacodynamic additive effects
D0723,Ginseng,D0096,Apixaban,Pharmacodynamic additive effects
D0723,Ginseng,D0176,Betrixaban,Pharmacodynamic additive effects
D0723,Ginseng,D0414,Dalteparin,Pharmacodynamic additive effects
D0723,Ginseng,D0415,Danaparoid,Pharmacodynamic additive effects
D0723,Ginseng,D0435,Defibrotide,Pharmacodynamic additive effects
D0723,Ginseng,D0551,Edoxaban,Pharmacodynamic additive effects
D0723,Ginseng,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0723,Ginseng,D1588,Tinzaparin,Pharmacodynamic additive effects
D0005,Abciximab,D0723,Ginseng,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0723,Ginseng,Pharmacodynamic additive effects
D0364,Clopidogrel,D0723,Ginseng,Pharmacodynamic additive effects
D0506,Dipyridamole,D0723,Ginseng,Pharmacodynamic additive effects
D0588,Eptifibatide,D0723,Ginseng,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D0723,Ginseng,Pharmacodynamic additive effects
D1581,Ticlopidine,D0723,Ginseng,Pharmacodynamic additive effects
D1593,Tirofiban,D0723,Ginseng,Pharmacodynamic additive effects
D0102,Ardeparin,D0723,Ginseng,Pharmacodynamic additive effects
D0104,Argatroban,D0723,Ginseng,Pharmacodynamic additive effects
D0189,Bivalirudin,D0723,Ginseng,Pharmacodynamic additive effects
D0574,Enoxaparin,D0723,Ginseng,Pharmacodynamic additive effects
D0690,Fondaparinux,D0723,Ginseng,Pharmacodynamic additive effects
D0753,Heparin,D0723,Ginseng,Pharmacodynamic additive effects
D0904,Lepirudin,D0723,Ginseng,Pharmacodynamic additive effects
D0800,Indomethacin,D0690,Fondaparinux,Pharmacodynamic additive effects
D0882,Ketorolac,D0690,Fondaparinux,Pharmacodynamic additive effects
D1097,Nabumetone,D0690,Fondaparinux,Pharmacodynamic additive effects
D1300,Piroxicam,D0690,Fondaparinux,Pharmacodynamic additive effects
D1606,Tolmetin,D0690,Fondaparinux,Pharmacodynamic additive effects
D0690,Fondaparinux,D0210,Bromfenac,Pharmacodynamic additive effects
D0690,Fondaparinux,D0476,Diclofenac,Pharmacodynamic additive effects
D0690,Fondaparinux,D0489,Diflunisal,Pharmacodynamic additive effects
D0690,Fondaparinux,D0624,Etodolac,Pharmacodynamic additive effects
D0690,Fondaparinux,D0645,Fenoprofen,Pharmacodynamic additive effects
D0690,Fondaparinux,D0680,Flurbiprofen,Pharmacodynamic additive effects
D0690,Fondaparinux,D0786,Ibuprofen,Pharmacodynamic additive effects
D0690,Fondaparinux,D0881,Ketoprofen,Pharmacodynamic additive effects
D0690,Fondaparinux,D0988,Meclofenamic acid,Pharmacodynamic additive effects
D0690,Fondaparinux,D0991,Mefenamic acid,Pharmacodynamic additive effects
D0690,Fondaparinux,D0995,Meloxicam,Pharmacodynamic additive effects
D0690,Fondaparinux,D1109,Naproxen,Pharmacodynamic additive effects
D0690,Fondaparinux,D1196,Oxaprozin,Pharmacodynamic additive effects
D0690,Fondaparinux,D1274,Phenylbutazone,Pharmacodynamic additive effects
D0690,Fondaparinux,D1520,Sulindac,Pharmacodynamic additive effects
D0690,Fondaparinux,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D0210,Bromfenac,D0414,Dalteparin,Pharmacodynamic additive effects
D0210,Bromfenac,D0574,Enoxaparin,Pharmacodynamic additive effects
D0476,Diclofenac,D0414,Dalteparin,Pharmacodynamic additive effects
D0476,Diclofenac,D0415,Danaparoid,Pharmacodynamic additive effects
D0476,Diclofenac,D0574,Enoxaparin,Pharmacodynamic additive effects
D0476,Diclofenac,D1588,Tinzaparin,Pharmacodynamic additive effects
D0489,Diflunisal,D0414,Dalteparin,Pharmacodynamic additive effects
D0489,Diflunisal,D0415,Danaparoid,Pharmacodynamic additive effects
D0489,Diflunisal,D0574,Enoxaparin,Pharmacodynamic additive effects
D0489,Diflunisal,D1588,Tinzaparin,Pharmacodynamic additive effects
D0624,Etodolac,D0414,Dalteparin,Pharmacodynamic additive effects
D0624,Etodolac,D0415,Danaparoid,Pharmacodynamic additive effects
D0624,Etodolac,D0574,Enoxaparin,Pharmacodynamic additive effects
D0624,Etodolac,D1588,Tinzaparin,Pharmacodynamic additive effects
D0645,Fenoprofen,D0414,Dalteparin,Pharmacodynamic additive effects
D0645,Fenoprofen,D0415,Danaparoid,Pharmacodynamic additive effects
D0645,Fenoprofen,D0574,Enoxaparin,Pharmacodynamic additive effects
D0645,Fenoprofen,D1588,Tinzaparin,Pharmacodynamic additive effects
D0680,Flurbiprofen,D0414,Dalteparin,Pharmacodynamic additive effects
D0680,Flurbiprofen,D0415,Danaparoid,Pharmacodynamic additive effects
D0680,Flurbiprofen,D0574,Enoxaparin,Pharmacodynamic additive effects
D0680,Flurbiprofen,D1588,Tinzaparin,Pharmacodynamic additive effects
D0786,Ibuprofen,D0415,Danaparoid,Pharmacodynamic additive effects
D0786,Ibuprofen,D0574,Enoxaparin,Pharmacodynamic additive effects
D0786,Ibuprofen,D1588,Tinzaparin,Pharmacodynamic additive effects
D0800,Indomethacin,D0102,Ardeparin,Pharmacodynamic additive effects
D0800,Indomethacin,D0414,Dalteparin,Pharmacodynamic additive effects
D0800,Indomethacin,D0415,Danaparoid,Pharmacodynamic additive effects
D0800,Indomethacin,D0574,Enoxaparin,Pharmacodynamic additive effects
D0800,Indomethacin,D1588,Tinzaparin,Pharmacodynamic additive effects
D0881,Ketoprofen,D0414,Dalteparin,Pharmacodynamic additive effects
D0881,Ketoprofen,D0415,Danaparoid,Pharmacodynamic additive effects
D0881,Ketoprofen,D0574,Enoxaparin,Pharmacodynamic additive effects
D0881,Ketoprofen,D1588,Tinzaparin,Pharmacodynamic additive effects
D0882,Ketorolac,D0414,Dalteparin,Pharmacodynamic additive effects
D0882,Ketorolac,D0415,Danaparoid,Pharmacodynamic additive effects
D0882,Ketorolac,D0574,Enoxaparin,Pharmacodynamic additive effects
D0882,Ketorolac,D1588,Tinzaparin,Pharmacodynamic additive effects
D0988,Meclofenamic acid,D0414,Dalteparin,Pharmacodynamic additive effects
D0988,Meclofenamic acid,D0415,Danaparoid,Pharmacodynamic additive effects
D0988,Meclofenamic acid,D0574,Enoxaparin,Pharmacodynamic additive effects
D0988,Meclofenamic acid,D1588,Tinzaparin,Pharmacodynamic additive effects
D0991,Mefenamic acid,D0414,Dalteparin,Pharmacodynamic additive effects
D0991,Mefenamic acid,D0415,Danaparoid,Pharmacodynamic additive effects
D0991,Mefenamic acid,D0574,Enoxaparin,Pharmacodynamic additive effects
D0991,Mefenamic acid,D1588,Tinzaparin,Pharmacodynamic additive effects
D0995,Meloxicam,D0415,Danaparoid,Pharmacodynamic additive effects
D0995,Meloxicam,D0574,Enoxaparin,Pharmacodynamic additive effects
D0995,Meloxicam,D1588,Tinzaparin,Pharmacodynamic additive effects
D1097,Nabumetone,D0414,Dalteparin,Pharmacodynamic additive effects
D1097,Nabumetone,D0574,Enoxaparin,Pharmacodynamic additive effects
D1097,Nabumetone,D1588,Tinzaparin,Pharmacodynamic additive effects
D1109,Naproxen,D0414,Dalteparin,Pharmacodynamic additive effects
D1109,Naproxen,D0415,Danaparoid,Pharmacodynamic additive effects
D1109,Naproxen,D0574,Enoxaparin,Pharmacodynamic additive effects
D1109,Naproxen,D1588,Tinzaparin,Pharmacodynamic additive effects
D1196,Oxaprozin,D0414,Dalteparin,Pharmacodynamic additive effects
D1196,Oxaprozin,D0415,Danaparoid,Pharmacodynamic additive effects
D1196,Oxaprozin,D0574,Enoxaparin,Pharmacodynamic additive effects
D1196,Oxaprozin,D1588,Tinzaparin,Pharmacodynamic additive effects
D1274,Phenylbutazone,D0414,Dalteparin,Pharmacodynamic additive effects
D1274,Phenylbutazone,D0574,Enoxaparin,Pharmacodynamic additive effects
D1300,Piroxicam,D0414,Dalteparin,Pharmacodynamic additive effects
D1300,Piroxicam,D0415,Danaparoid,Pharmacodynamic additive effects
D1300,Piroxicam,D0574,Enoxaparin,Pharmacodynamic additive effects
D1300,Piroxicam,D1588,Tinzaparin,Pharmacodynamic additive effects
D1520,Sulindac,D0414,Dalteparin,Pharmacodynamic additive effects
D1520,Sulindac,D0415,Danaparoid,Pharmacodynamic additive effects
D1520,Sulindac,D0574,Enoxaparin,Pharmacodynamic additive effects
D1520,Sulindac,D1588,Tinzaparin,Pharmacodynamic additive effects
D1606,Tolmetin,D0414,Dalteparin,Pharmacodynamic additive effects
D1606,Tolmetin,D0415,Danaparoid,Pharmacodynamic additive effects
D1606,Tolmetin,D0574,Enoxaparin,Pharmacodynamic additive effects
D1606,Tolmetin,D1588,Tinzaparin,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0414,Dalteparin,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0415,Danaparoid,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0574,Enoxaparin,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D1588,Tinzaparin,Pharmacodynamic additive effects
D0102,Ardeparin,D0476,Diclofenac,Pharmacodynamic additive effects
D0102,Ardeparin,D0489,Diflunisal,Pharmacodynamic additive effects
D0102,Ardeparin,D0624,Etodolac,Pharmacodynamic additive effects
D0102,Ardeparin,D0645,Fenoprofen,Pharmacodynamic additive effects
D0102,Ardeparin,D0680,Flurbiprofen,Pharmacodynamic additive effects
D0102,Ardeparin,D0786,Ibuprofen,Pharmacodynamic additive effects
D0102,Ardeparin,D0881,Ketoprofen,Pharmacodynamic additive effects
D0102,Ardeparin,D0882,Ketorolac,Pharmacodynamic additive effects
D0102,Ardeparin,D0988,Meclofenamic acid,Pharmacodynamic additive effects
D0102,Ardeparin,D0991,Mefenamic acid,Pharmacodynamic additive effects
D0102,Ardeparin,D0995,Meloxicam,Pharmacodynamic additive effects
D0102,Ardeparin,D1097,Nabumetone,Pharmacodynamic additive effects
D0102,Ardeparin,D1109,Naproxen,Pharmacodynamic additive effects
D0102,Ardeparin,D1196,Oxaprozin,Pharmacodynamic additive effects
D0102,Ardeparin,D1300,Piroxicam,Pharmacodynamic additive effects
D0102,Ardeparin,D1520,Sulindac,Pharmacodynamic additive effects
D0102,Ardeparin,D1606,Tolmetin,Pharmacodynamic additive effects
D0102,Ardeparin,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D0073,Amoxicillin,D0087,Anisindione,Pharmacodynamic additive effects
D0079,Ampicillin,D0087,Anisindione,Pharmacodynamic additive effects
D0167,Benzylpenicillin,D0087,Anisindione,Pharmacodynamic additive effects
D0168,Benzylpenicillin (potassium),D0087,Anisindione,Pharmacodynamic additive effects
D0169,Benzylpenicillin (sodium),D0087,Anisindione,Pharmacodynamic additive effects
D0257,Carbenicillin,D0087,Anisindione,Pharmacodynamic additive effects
D0257,Carbenicillin,D1711,Warfarin,Pharmacodynamic additive effects
D1192,Oxacillin,D0087,Anisindione,Pharmacodynamic additive effects
D1268,Phenoxymethylpenicillin,D0087,Anisindione,Pharmacodynamic additive effects
D1268,Phenoxymethylpenicillin,D1711,Warfarin,Pharmacodynamic additive effects
D1296,Piperacillin,D0087,Anisindione,Pharmacodynamic additive effects
D0087,Anisindione,D1580,Ticarcillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D0073,Amoxicillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D0079,Ampicillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D0167,Benzylpenicillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D0168,Benzylpenicillin (potassium),Pharmacodynamic additive effects
D0481,Dicoumarol,D0169,Benzylpenicillin (sodium),Pharmacodynamic additive effects
D0481,Dicoumarol,D0257,Carbenicillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D1192,Oxacillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D1268,Phenoxymethylpenicillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D1296,Piperacillin,Pharmacodynamic additive effects
D0481,Dicoumarol,D1580,Ticarcillin,Pharmacodynamic additive effects
D1711,Warfarin,D0141,Bacampicillin,Pharmacodynamic additive effects
D1711,Warfarin,D0167,Benzylpenicillin,Pharmacodynamic additive effects
D1711,Warfarin,D0168,Benzylpenicillin (potassium),Pharmacodynamic additive effects
D1711,Warfarin,D0169,Benzylpenicillin (sodium),Pharmacodynamic additive effects
D1711,Warfarin,D0369,Cloxacillin,Pharmacodynamic additive effects
D1711,Warfarin,D1044,Meticillin,Pharmacodynamic additive effects
D1711,Warfarin,D1055,Mezlocillin,Pharmacodynamic additive effects
D1711,Warfarin,D1192,Oxacillin,Pharmacodynamic additive effects
D1711,Warfarin,D1580,Ticarcillin,Pharmacodynamic additive effects
D1711,Warfarin,D0073,Amoxicillin,Pharmacodynamic additive effects
D0079,Ampicillin,D1711,Warfarin,Pharmacodynamic additive effects
D1296,Piperacillin,D1711,Warfarin,Pharmacodynamic additive effects
D0586,Epoprostenol,D1305,Plicamycin,Pharmacodynamic additive effects
D0792,Iloprost,D1305,Plicamycin,Pharmacodynamic additive effects
D1625,Treprostinil,D1305,Plicamycin,Pharmacodynamic additive effects
D0586,Epoprostenol,D0247,Cangrelor,Pharmacodynamic additive effects
D0586,Epoprostenol,D0250,Caplacizumab,Pharmacodynamic additive effects
D0586,Epoprostenol,D1328,Prasugrel,Pharmacodynamic additive effects
D0586,Epoprostenol,D1705,Vorapaxar,Pharmacodynamic additive effects
D0792,Iloprost,D0247,Cangrelor,Pharmacodynamic additive effects
D0792,Iloprost,D0250,Caplacizumab,Pharmacodynamic additive effects
D0792,Iloprost,D0336,Cilostazol,Pharmacodynamic additive effects
D0792,Iloprost,D1328,Prasugrel,Pharmacodynamic additive effects
D0792,Iloprost,D1518,Sulfinpyrazone,Pharmacodynamic additive effects
D0792,Iloprost,D1705,Vorapaxar,Pharmacodynamic additive effects
D1625,Treprostinil,D0247,Cangrelor,Pharmacodynamic additive effects
D1625,Treprostinil,D0250,Caplacizumab,Pharmacodynamic additive effects
D1625,Treprostinil,D0336,Cilostazol,Pharmacodynamic additive effects
D1625,Treprostinil,D0506,Dipyridamole,Pharmacodynamic additive effects
D1625,Treprostinil,D1328,Prasugrel,Pharmacodynamic additive effects
D1625,Treprostinil,D1518,Sulfinpyrazone,Pharmacodynamic additive effects
D1625,Treprostinil,D1593,Tirofiban,Pharmacodynamic additive effects
D1625,Treprostinil,D1705,Vorapaxar,Pharmacodynamic additive effects
D0586,Epoprostenol,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D0586,Epoprostenol,D0093,Antithrombin III human,Pharmacodynamic additive effects
D0586,Epoprostenol,D0435,Defibrotide,Pharmacodynamic additive effects
D0586,Epoprostenol,D0447,Desirudin,Pharmacodynamic additive effects
D0792,Iloprost,D0087,Anisindione,Pharmacodynamic additive effects
D0792,Iloprost,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
