A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name
D0025,Adenosine,D0361,Clomipramine
D0025,Adenosine,D0393,Crizotinib
D0025,Adenosine,D0428,Dasatinib
D0025,Adenosine,D0429,Daunorubicin
D0025,Adenosine,D0430,Daunorubicin (liposomal)
D0025,Adenosine,D0437,Degarelix
D0025,Adenosine,D0446,Desipramine
D0025,Adenosine,D0452,Deutetrabenazine
D0025,Adenosine,D0467,Dextropropoxyphene
D0025,Adenosine,D0490,Digitoxin
D0025,Adenosine,D0514,Dolasetron
D0025,Adenosine,D0525,Doxepin
D0025,Adenosine,D0526,Doxepin (topical)
D0025,Adenosine,D0528,Doxorubicin
D0025,Adenosine,D0529,Doxorubicin (liposomal)
D0025,Adenosine,D0534,Dronedarone
D0025,Adenosine,D0544,Dyphylline
D0025,Adenosine,D0569,Encorafenib
D0025,Adenosine,D0577,Entrectinib
D0025,Adenosine,D0578,Enzalutamide
D0025,Adenosine,D0594,Eribulin
D0025,Adenosine,D0599,Escitalopram
D0025,Adenosine,D0632,Ezogabine
D0025,Adenosine,D0636,Famotidine
D0025,Adenosine,D0664,Flecainide
D0025,Adenosine,D0700,Fostemsavir
D0025,Adenosine,D0712,Gatifloxacin
D0025,Adenosine,D0716,Gemifloxacin
D0025,Adenosine,D0720,Gilteritinib
D0025,Adenosine,D0725,Glasdegib
D0025,Adenosine,D0738,Granisetron
D0025,Adenosine,D0749,Halofantrine
D0025,Adenosine,D0751,Halothane
D0025,Adenosine,D0758,Histrelin
D0025,Adenosine,D0779,Hydroxychloroquine
D0025,Adenosine,D0788,Idarubicin
D0025,Adenosine,D0791,Iloperidone
D0025,Adenosine,D0806,Inotuzumab ozogamicin
D0025,Adenosine,D0872,Ivosidenib
D0025,Adenosine,D0880,Ketoconazole
D0025,Adenosine,D0891,Lanreotide
D0025,Adenosine,D0894,Lapatinib
D0025,Adenosine,D0899,Lefamulin
D0025,Adenosine,D0903,Lenvatinib
D0025,Adenosine,D0909,Levacetylmethadol
D0025,Adenosine,D0919,Levofloxacin
D0025,Adenosine,D0937,Lisdexamfetamine
D0025,Adenosine,D0940,Lithium carbonate
D0025,Adenosine,D0942,Lofexidine
D0025,Adenosine,D0943,Lomefloxacin
D0025,Adenosine,D0948,Lopinavir
D0025,Adenosine,D0965,Macimorelin
D0025,Adenosine,D0979,Maprotiline
D0025,Adenosine,D1010,Mesoridazine
D0025,Adenosine,D1026,Methotrimeprazine
D0025,Adenosine,D1062,Midostaurin
D0025,Adenosine,D1063,Mifepristone
D0025,Adenosine,D1136,Nilotinib
D0025,Adenosine,D1137,Nilutamide
D0025,Adenosine,D1155,Norfloxacin
D0025,Adenosine,D1165,Ofloxacin
D0025,Adenosine,D1169,Oliceridine
D0025,Adenosine,D1181,Ondansetron
D0025,Adenosine,D1189,Osilodrostat
D0025,Adenosine,D1190,Osimertinib
D0025,Adenosine,D1201,Oxtriphylline
D0025,Adenosine,D1211,Ozanimod
D0025,Adenosine,D1215,Paliperidone
D0025,Adenosine,D1221,Panobinostat
D0025,Adenosine,D1230,Pasireotide
D0025,Adenosine,D1232,Pazopanib
D0025,Adenosine,D1246,Pentamidine
D0025,Adenosine,D1257,Perphenazine
D0025,Adenosine,D1290,Pimavanserin
D0025,Adenosine,D1292,Pimozide
D0025,Adenosine,D1302,Pitolisant
D0025,Adenosine,D1315,Posaconazole
D0025,Adenosine,D1339,Primaquine
D0025,Adenosine,D1342,Probucol
D0025,Adenosine,D1343,Procainamide
D0025,Adenosine,D1352,Promethazine
D0025,Adenosine,D1353,Propafenone
D0025,Adenosine,D1356,Propofol
D0025,Adenosine,D1368,Quetiapine
D0025,Adenosine,D1371,Quinidine
D0025,Adenosine,D1398,Ribociclib
D0025,Adenosine,D1404,Rilpivirine
D0025,Adenosine,D1413,Risperidone
D0025,Adenosine,D1424,Romidepsin
D0025,Adenosine,D1432,Rucaparib
D0025,Adenosine,D1438,Salbutamol
D0025,Adenosine,D1444,Saquinavir
D0025,Adenosine,D1459,Selpercatinib
D0025,Adenosine,D1461,Sertraline
D0025,Adenosine,D1463,Sevoflurane
D0025,Adenosine,D1474,Siponimod
D0025,Adenosine,D1491,Solifenacin
D0025,Adenosine,D1499,Sparfloxacin
D0025,Adenosine,D1522,Sunitinib
D0025,Adenosine,D1526,Tacrolimus
D0025,Adenosine,D1533,Tamoxifen
D0025,Adenosine,D1542,Telavancin
D0025,Adenosine,D1544,Telithromycin
D0025,Adenosine,D1554,Terbutaline
D0025,Adenosine,D1560,Tetrabenazine
D0025,Adenosine,D1574,Thioridazine
D0025,Adenosine,D1579,Ticagrelor
D0025,Adenosine,D1596,Tizanidine
D0025,Adenosine,D1624,Trazodone
D0025,Adenosine,D1634,Triclabendazole
D0025,Adenosine,D1637,Trifluoperazine
D0025,Adenosine,D1647,Trimipramine
D0025,Adenosine,D1651,Triptorelin
D0025,Adenosine,D1673,Valbenazine
D0025,Adenosine,D1681,Vandetanib
D0025,Adenosine,D1682,Vardenafil
D0025,Adenosine,D1687,Vemurafenib
D0025,Adenosine,D1906,Thallous Chloride
D0026,Afatinib,D0095,Apalutamide
D0026,Afatinib,D0182,Binimetinib
D0026,Afatinib,D0232,Calaspargase pegol
D0026,Afatinib,D0248,Cannabidiol
D0026,Afatinib,D0425,Darolutamide
D0026,Afatinib,D0568,Enasidenib
D0026,Afatinib,D0569,Encorafenib
D0026,Afatinib,D0590,Erdafitinib
D0026,Afatinib,D0699,Fostamatinib
D0026,Afatinib,D0700,Fostemsavir
D0026,Afatinib,D0785,Ibrutinib
D0026,Afatinib,D0789,Idelalisib
D0026,Afatinib,D0897,Lasmiditan
D0026,Afatinib,D0953,Lorlatinib
D0026,Afatinib,D0963,Lusutrombopag
D0026,Afatinib,D1211,Ozanimod
D0026,Afatinib,D1239,Peginterferon beta-1a
D0026,Afatinib,D1258,Pexidartinib
D0026,Afatinib,D1302,Pitolisant
D0026,Afatinib,D1389,Remdesivir
D0026,Afatinib,D1407,Rimegepant
D0026,Afatinib,D1409,Ripretinib
D0026,Afatinib,D1432,Rucaparib
D0026,Afatinib,D1532,Talazoparib
D0026,Afatinib,D1539,Tedizolid
D0026,Afatinib,D1663,Ubrogepant
D0027,Aflibercept,D0089,Anthrax vaccine
D0027,Aflibercept,D0146,Baricitinib
D0027,Aflibercept,D0304,Certolizumab pegol
D0027,Aflibercept,D0366,Clostridium tetani toxoid antigen (formaldehyde inactivated)
D0027,Aflibercept,D0499,Dimethyl fumarate
D0027,Aflibercept,D0507,Diroximel fumarate
D0027,Aflibercept,D0755,Hepatitis A Vaccine
D0027,Aflibercept,D0756,Hepatitis B Vaccine (Recombinant)
D0027,Aflibercept,D0767,Human papillomavirus type 11 L1 capsid protein antigen
D0027,Aflibercept,D0789,Idelalisib
D0027,Aflibercept,D0803,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated)
D0027,Aflibercept,D0804,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated)
D0027,Aflibercept,D0999,Meningococcal polysaccharide vaccine group C
D0027,Aflibercept,D1085,Monomethyl fumarate
D0027,Aflibercept,D1140,Niraparib
D0027,Aflibercept,D1162,Ocrelizumab
D0027,Aflibercept,D1167,Olaparib
D0027,Aflibercept,D1211,Ozanimod
D0027,Aflibercept,D1259,Pfizer-BioNTech Covid-19 Vaccine
D0027,Aflibercept,D1307,Poliovirus type 1 antigen (formaldehyde inactivated)
D0027,Aflibercept,D1375,Radium Ra 223 dichloride
D0027,Aflibercept,D1426,Romosozumab
D0027,Aflibercept,D1474,Siponimod
D0027,Aflibercept,D1487,"Sodium phosphate, monobasic (p32)"
D0027,Aflibercept,D1509,Strontium chloride Sr-89
D0027,Aflibercept,D1600,Tofacitinib
D0027,Aflibercept,D1662,Typhoid vaccine (inactivated)
D0027,Aflibercept,D1666,Upadacitinib
D0027,Aflibercept,D1692,Vibrio cholerae CVD 103-HgR strain live antigen
D0027,Aflibercept,D1744,Bacillus calmette-guerin substrain tice live antigen
D0027,Aflibercept,D1749,Bifidobacterium longum infantis
D0027,Aflibercept,D1755,Candida albicans
D0027,Aflibercept,D1765,Coccidioides immitis spherule
D0027,Aflibercept,D1827,Lactobacillus acidophilus
D0027,Aflibercept,D1839,Measles virus vaccine live attenuated
D0027,Aflibercept,D1849,Mumps virus strain B level jeryl lynn live antigen
D0027,Aflibercept,D1881,Rotavirus vaccine
D0027,Aflibercept,D1882,Rubella virus vaccine
D0027,Aflibercept,D1890,"Smallpox (Vaccinia) Vaccine, Live"
D0027,Aflibercept,D1897,Talimogene laherparepvec
D0027,Aflibercept,D1912,Trichophyton mentagrophytes
D0027,Aflibercept,D1913,Tuberculin purified protein derivative
D0027,Aflibercept,D1914,Typhoid vaccine (live)
D0027,Aflibercept,D1920,Varicella Zoster Vaccine (Recombinant)
D0027,Aflibercept,D1922,Yellow Fever Vaccine
D0028,Albendazole,D0002,Abametapir (topical)
D0028,Albendazole,D0080,Amprenavir
D0028,Albendazole,D0095,Apalutamide
D0028,Albendazole,D0100,Aprepitant
D0028,Albendazole,D0106,Armodafinil
D0028,Albendazole,D0157,Bendamustine
D0028,Albendazole,D0182,Binimetinib
D0028,Albendazole,D0192,Boceprevir
D0028,Albendazole,D0194,Bosentan
D0028,Albendazole,D0204,Brigatinib
D0028,Albendazole,D0300,Cenobamate
D0028,Albendazole,D0375,Cobicistat
D0028,Albendazole,D0386,Conivaptan
D0028,Albendazole,D0406,Dabrafenib
D0028,Albendazole,D0432,Deferasirox
D0028,Albendazole,D0534,Dronedarone
D0028,Albendazole,D0543,Duvelisib
D0028,Albendazole,D0545,Echinacea
D0028,Albendazole,D0554,Efavirenz
D0028,Albendazole,D0577,Entrectinib
D0028,Albendazole,D0578,Enzalutamide
D0028,Albendazole,D0628,Etravirine
D0028,Albendazole,D0638,Fedratinib
D0028,Albendazole,D0692,Fosamprenavir
D0028,Albendazole,D0693,Fosaprepitant
D0028,Albendazole,D0696,Fosnetupitant
D0028,Albendazole,D0699,Fostamatinib
D0028,Albendazole,D0710,Ganciclovir
D0028,Albendazole,D0789,Idelalisib
D0028,Albendazole,D0852,Isavuconazonium
D0028,Albendazole,D0867,Itraconazole
D0028,Albendazole,D0869,Ivacaftor
D0028,Albendazole,D0894,Lapatinib
D0028,Albendazole,D0896,Larotrectinib
D0028,Albendazole,D0899,Lefamulin
D0028,Albendazole,D0906,Letermovir
D0028,Albendazole,D0916,Levobupivacaine
D0028,Albendazole,D0946,Lonafarnib
D0028,Albendazole,D0953,Lorlatinib
D0028,Albendazole,D1063,Mifepristone
D0028,Albendazole,D1081,Modafinil
D0028,Albendazole,D1127,Netupitant
D0028,Albendazole,D1136,Nilotinib
D0028,Albendazole,D1162,Ocrelizumab
D0028,Albendazole,D1174,Omacetaxine mepesuccinate
D0028,Albendazole,D1198,Oxcarbazepine
D0028,Albendazole,D1302,Pitolisant
D0028,Albendazole,D1315,Posaconazole
D0028,Albendazole,D1375,Radium Ra 223 dichloride
D0028,Albendazole,D1398,Ribociclib
D0028,Albendazole,D1401,Rifapentine
D0028,Albendazole,D1432,Rucaparib
D0028,Albendazole,D1433,Rufinamide
D0028,Albendazole,D1444,Saquinavir
D0028,Albendazole,D1459,Selpercatinib
D0028,Albendazole,D1476,Sirolimus
D0028,Albendazole,D1493,Somapacitan
D0028,Albendazole,D1495,Somatrem
D0028,Albendazole,D1505,Stiripentol
D0028,Albendazole,D1526,Tacrolimus
D0028,Albendazole,D1536,Tasimelteon
D0028,Albendazole,D1538,Tazemetostat
D0028,Albendazole,D1541,Telaprevir
D0028,Albendazole,D1544,Telithromycin
D0028,Albendazole,D1546,Telotristat ethyl
D0028,Albendazole,D1549,Temsirolimus
D0028,Albendazole,D1660,Tucatinib
D0028,Albendazole,D1671,Ustekinumab
D0028,Albendazole,D1676,Valganciclovir
D0028,Albendazole,D1706,Voriconazole
D0028,Albendazole,D1709,Voxelotor
D0028,Albendazole,D1822,Iodide I-123
D0029,Albiglutide,D0044,Alpelisib
D0029,Albiglutide,D0202,Brexpiprazole
D0029,Albiglutide,D0204,Brigatinib
D0029,Albiglutide,D0232,Calaspargase pegol
D0029,Albiglutide,D0302,Ceritinib
D0029,Albiglutide,D0332,Chromium picolinate
D0029,Albiglutide,D0389,Copanlisib
D0029,Albiglutide,D0436,Deflazacort
D0029,Albiglutide,D0438,Delafloxacin
D0029,Albiglutide,D0571,Enfortumab vedotin
D0029,Albiglutide,D0605,Esterified estrogens
D0029,Albiglutide,D0685,Fluticasone (topical)
D0029,Albiglutide,D0809,Insulin degludec
D0029,Albiglutide,D1157,Norgestrel
D0029,Albiglutide,D1171,Olodaterol
D0029,Albiglutide,D1493,Somapacitan
D0029,Albiglutide,D1495,Somatrem
D0029,Albiglutide,D1531,Tagraxofusp
D0029,Albiglutide,D1577,"Thyroid, porcine"
D0029,Albiglutide,D1661,Turmeric
D0029,Albiglutide,D1695,Vilanterol
D0029,Albiglutide,D1736,Aloe Vera Leaf
D0029,Albiglutide,D1759,Chromic chloride
D0029,Albiglutide,D1762,Clobetasol (topical)
D0030,Aldesleukin,D0010,Acebutolol
D0030,Aldesleukin,D0012,Acetazolamide
D0030,Aldesleukin,D0023,Adalimumab
D0030,Aldesleukin,D0032,Alefacept
D0030,Aldesleukin,D0033,Alemtuzumab
D0030,Aldesleukin,D0035,Alfentanil
D0030,Aldesleukin,D0037,Alimemazine
D0030,Aldesleukin,D0045,Alprazolam
D0030,Aldesleukin,D0054,Amifampridine
D0030,Aldesleukin,D0058,Amiloride
D0030,Aldesleukin,D0068,Amitriptyline
D0030,Aldesleukin,D0069,Amlodipine
D0030,Aldesleukin,D0071,Amobarbital
D0030,Aldesleukin,D0072,Amoxapine
D0030,Aldesleukin,D0080,Amprenavir
D0030,Aldesleukin,D0089,Anthrax vaccine
D0030,Aldesleukin,D0113,Asparaginase Erwinia chrysanthemi
D0030,Aldesleukin,D0117,Atenolol
D0030,Aldesleukin,D0136,Azathioprine
D0030,Aldesleukin,D0138,Azilsartan medoxomil
D0030,Aldesleukin,D0143,Baclofen
D0030,Aldesleukin,D0146,Baricitinib
D0030,Aldesleukin,D0149,Bedaquiline
D0030,Aldesleukin,D0156,Benazepril
D0030,Aldesleukin,D0157,Bendamustine
D0030,Aldesleukin,D0158,Bendroflumethiazide
D0030,Aldesleukin,D0161,Benzhydrocodone
D0030,Aldesleukin,D0166,Benzthiazide
D0030,Aldesleukin,D0172,Betamethasone
D0030,Aldesleukin,D0173,Betaxolol
D0030,Aldesleukin,D0188,Bisoprolol
D0030,Aldesleukin,D0190,Bleomycin
D0030,Aldesleukin,D0199,Brentuximab vedotin
D0030,Aldesleukin,D0201,Brexanolone
D0030,Aldesleukin,D0215,Budesonide
D0030,Aldesleukin,D0217,Bumetanide
D0030,Aldesleukin,D0219,Buprenorphine
D0030,Aldesleukin,D0220,Bupropion
D0030,Aldesleukin,D0222,Buspirone
D0030,Aldesleukin,D0223,Busulfan
D0030,Aldesleukin,D0224,Butabarbital
D0030,Aldesleukin,D0225,Butalbital
D0030,Aldesleukin,D0226,Butorphanol
D0030,Aldesleukin,D0232,Calaspargase pegol
D0030,Aldesleukin,D0246,Canakinumab
D0030,Aldesleukin,D0248,Cannabidiol
D0030,Aldesleukin,D0249,Capecitabine
D0030,Aldesleukin,D0254,Captopril
D0030,Aldesleukin,D0260,Carboplatin
D0030,Aldesleukin,D0263,Carisoprodol
D0030,Aldesleukin,D0264,Carmustine
D0030,Aldesleukin,D0265,Carteolol
D0030,Aldesleukin,D0267,Carvedilol
D0030,Aldesleukin,D0300,Cenobamate
D0030,Aldesleukin,D0304,Certolizumab pegol
D0030,Aldesleukin,D0305,Cetirizine
D0030,Aldesleukin,D0311,Chloral hydrate
D0030,Aldesleukin,D0312,Chlorambucil
D0030,Aldesleukin,D0313,Chloramphenicol
D0030,Aldesleukin,D0314,Chloramphenicol (ophthalmic)
D0030,Aldesleukin,D0316,Chlorcyclizine
D0030,Aldesleukin,D0317,Chlordiazepoxide
D0030,Aldesleukin,D0318,Chlormezanone
D0030,Aldesleukin,D0321,Chlorothiazide
D0030,Aldesleukin,D0322,Chlorphenesin
D0030,Aldesleukin,D0324,Chlorpromazine
D0030,Aldesleukin,D0326,Chlorthalidone
D0030,Aldesleukin,D0327,Chlorzoxazone
D0030,Aldesleukin,D0335,Cidofovir
D0030,Aldesleukin,D0340,Cinoxacin
D0030,Aldesleukin,D0341,Ciprofloxacin
D0030,Aldesleukin,D0344,Cisplatin
D0030,Aldesleukin,D0345,Citalopram
D0030,Aldesleukin,D0348,Cladribine
D0030,Aldesleukin,D0352,Clevidipine
D0030,Aldesleukin,D0356,Clobazam
D0030,Aldesleukin,D0357,Clofarabine
D0030,Aldesleukin,D0361,Clomipramine
D0030,Aldesleukin,D0362,Clonazepam
D0030,Aldesleukin,D0363,Clonidine
D0030,Aldesleukin,D0365,Clorazepic acid
D0030,Aldesleukin,D0366,Clostridium tetani toxoid antigen (formaldehyde inactivated)
D0030,Aldesleukin,D0370,Clozapine
D0030,Aldesleukin,D0379,Codeine
D0030,Aldesleukin,D0392,Corticotropin
D0030,Aldesleukin,D0397,Cyclizine
D0030,Aldesleukin,D0398,Cyclobenzaprine
D0030,Aldesleukin,D0400,Cyclophosphamide
D0030,Aldesleukin,D0404,Cytarabine
D0030,Aldesleukin,D0405,Cytarabine (liposomal)
D0030,Aldesleukin,D0407,Dacarbazine
D0030,Aldesleukin,D0410,Dactinomycin
D0030,Aldesleukin,D0429,Daunorubicin
D0030,Aldesleukin,D0430,Daunorubicin (liposomal)
D0030,Aldesleukin,D0431,Decitabine
D0030,Aldesleukin,D0433,Deferiprone
D0030,Aldesleukin,D0438,Delafloxacin
D0030,Aldesleukin,D0443,Denosumab
D0030,Aldesleukin,D0444,Deserpidine
D0030,Aldesleukin,D0446,Desipramine
D0030,Aldesleukin,D0451,Desvenlafaxine
D0030,Aldesleukin,D0453,Dexamethasone
D0030,Aldesleukin,D0459,Dexmedetomidine
D0030,Aldesleukin,D0467,Dextropropoxyphene
D0030,Aldesleukin,D0470,Dezocine
D0030,Aldesleukin,D0471,Diamorphine
D0030,Aldesleukin,D0473,Diazepam
D0030,Aldesleukin,D0474,Diazoxide
D0030,Aldesleukin,D0475,Dichloralphenazone
D0030,Aldesleukin,D0479,Diclofenamide
D0030,Aldesleukin,D0493,Dihydrocodeine
D0030,Aldesleukin,D0497,Diltiazem
D0030,Aldesleukin,D0502,Diphenhydramine
D0030,Aldesleukin,D0507,Diroximel fumarate
D0030,Aldesleukin,D0511,Docetaxel
D0030,Aldesleukin,D0524,Doxazosin
D0030,Aldesleukin,D0525,Doxepin
D0030,Aldesleukin,D0528,Doxorubicin
D0030,Aldesleukin,D0529,Doxorubicin (liposomal)
D0030,Aldesleukin,D0532,Doxylamine
D0030,Aldesleukin,D0533,Dronabinol
D0030,Aldesleukin,D0535,Droperidol
D0030,Aldesleukin,D0539,Duloxetine
D0030,Aldesleukin,D0553,Efalizumab
D0030,Aldesleukin,D0554,Efavirenz
D0030,Aldesleukin,D0567,Enalapril
D0030,Aldesleukin,D0573,Enoxacin
D0030,Aldesleukin,D0584,Epirubicin
D0030,Aldesleukin,D0586,Epoprostenol
D0030,Aldesleukin,D0587,Eprosartan
D0030,Aldesleukin,D0599,Escitalopram
D0030,Aldesleukin,D0600,Esketamine
D0030,Aldesleukin,D0602,Esmolol
D0030,Aldesleukin,D0604,Estazolam
D0030,Aldesleukin,D0612,Eszopiclone
D0030,Aldesleukin,D0613,Etacrynic acid
D0030,Aldesleukin,D0618,Ethchlorvynol
D0030,Aldesleukin,D0627,Etoposide
D0030,Aldesleukin,D0629,Everolimus
D0030,Aldesleukin,D0640,Felodipine
D0030,Aldesleukin,D0644,Fenoldopam
D0030,Aldesleukin,D0646,Fentanyl
D0030,Aldesleukin,D0659,Filgrastim
D0030,Aldesleukin,D0661,Fingolimod
D0030,Aldesleukin,D0665,Flibanserin
D0030,Aldesleukin,D0666,Floxuridine
D0030,Aldesleukin,D0669,Fludarabine
D0030,Aldesleukin,D0675,Fluorouracil
D0030,Aldesleukin,D0676,Fluoxetine
D0030,Aldesleukin,D0678,Fluphenazine
D0030,Aldesleukin,D0679,Flurazepam
D0030,Aldesleukin,D0687,Fluvoxamine
D0030,Aldesleukin,D0695,Fosinopril
D0030,Aldesleukin,D0704,Furosemide
D0030,Aldesleukin,D0710,Ganciclovir
D0030,Aldesleukin,D0712,Gatifloxacin
D0030,Aldesleukin,D0714,Gemcitabine
D0030,Aldesleukin,D0716,Gemifloxacin
D0030,Aldesleukin,D0722,Ginkgo biloba
D0030,Aldesleukin,D0736,Golimumab
D0030,Aldesleukin,D0740,Grepafloxacin
D0030,Aldesleukin,D0742,Guanabenz
D0030,Aldesleukin,D0745,Guanfacine
D0030,Aldesleukin,D0748,Halazepam
D0030,Aldesleukin,D0750,Haloperidol
D0030,Aldesleukin,D0755,Hepatitis A Vaccine
D0030,Aldesleukin,D0756,Hepatitis B Vaccine (Recombinant)
D0030,Aldesleukin,D0767,Human papillomavirus type 11 L1 capsid protein antigen
D0030,Aldesleukin,D0770,Hydralazine
D0030,Aldesleukin,D0771,Hydrochlorothiazide
D0030,Aldesleukin,D0772,Hydrocodone
D0030,Aldesleukin,D0773,Hydrocortisone
D0030,Aldesleukin,D0775,Hydroflumethiazide
D0030,Aldesleukin,D0776,Hydromorphone
D0030,Aldesleukin,D0780,Hydroxyurea
D0030,Aldesleukin,D0781,Hydroxyzine
D0030,Aldesleukin,D0788,Idarubicin
D0030,Aldesleukin,D0789,Idelalisib
D0030,Aldesleukin,D0790,Ifosfamide
D0030,Aldesleukin,D0791,Iloperidone
D0030,Aldesleukin,D0792,Iloprost
D0030,Aldesleukin,D0793,Imatinib
D0030,Aldesleukin,D0798,Indapamide
D0030,Aldesleukin,D0799,Indinavir
D0030,Aldesleukin,D0802,Infliximab
D0030,Aldesleukin,D0803,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated)
D0030,Aldesleukin,D0804,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated)
D0030,Aldesleukin,D0805,Inotersen
D0030,Aldesleukin,D0822,Interferon alfa-2b
D0030,Aldesleukin,D0823,Interferon alfacon-1
D0030,Aldesleukin,D0826,Interferon beta-1a
D0030,Aldesleukin,D0827,Interferon beta-1b
D0030,Aldesleukin,D0833,Iohexol
D0030,Aldesleukin,D0834,Iopamidol
D0030,Aldesleukin,D0844,Irbesartan
D0030,Aldesleukin,D0851,Isatuximab
D0030,Aldesleukin,D0853,Isocarboxazid
D0030,Aldesleukin,D0865,Isradipine
D0030,Aldesleukin,D0884,Labetalol
D0030,Aldesleukin,D0897,Lasmiditan
D0030,Aldesleukin,D0900,Leflunomide
D0030,Aldesleukin,D0901,Lemborexant
D0030,Aldesleukin,D0909,Levacetylmethadol
D0030,Aldesleukin,D0911,Levamlodipine
D0030,Aldesleukin,D0917,Levocetirizine
D0030,Aldesleukin,D0919,Levofloxacin
D0030,Aldesleukin,D0923,Levorphanol
D0030,Aldesleukin,D0932,Lindane
D0030,Aldesleukin,D0933,Linezolid
D0030,Aldesleukin,D0938,Lisinopril
D0030,Aldesleukin,D0943,Lomefloxacin
D0030,Aldesleukin,D0944,Lomitapide
D0030,Aldesleukin,D0945,Lomustine
D0030,Aldesleukin,D0951,Lorazepam
D0030,Aldesleukin,D0954,Losartan
D0030,Aldesleukin,D0962,Lurbinectedin
D0030,Aldesleukin,D0979,Maprotiline
D0030,Aldesleukin,D0980,Maraviroc
D0030,Aldesleukin,D0986,Mechlorethamine
D0030,Aldesleukin,D0987,Meclizine
D0030,Aldesleukin,D0996,Melphalan
D0030,Aldesleukin,D0999,Meningococcal polysaccharide vaccine group C
D0030,Aldesleukin,D1001,Meperidine
D0030,Aldesleukin,D1006,Mepyramine
D0030,Aldesleukin,D1007,Mercaptopurine
D0030,Aldesleukin,D1010,Mesoridazine
D0030,Aldesleukin,D1014,Metaxalone
D0030,Aldesleukin,D1017,Methadone
D0030,Aldesleukin,D1018,Methazolamide
D0030,Aldesleukin,D1019,Methdilazine
D0030,Aldesleukin,D1023,Methocarbamol
D0030,Aldesleukin,D1024,Methohexital
D0030,Aldesleukin,D1025,Methotrexate
D0030,Aldesleukin,D1026,Methotrimeprazine
D0030,Aldesleukin,D1035,Methyldopa
D0030,Aldesleukin,D1040,Methylphenobarbital
D0030,Aldesleukin,D1041,Methylprednisolone
D0030,Aldesleukin,D1048,Metolazone
D0030,Aldesleukin,D1049,Metoprolol
D0030,Aldesleukin,D1060,Midazolam
D0030,Aldesleukin,D1066,Milnacipran
D0030,Aldesleukin,D1072,Minoxidil
D0030,Aldesleukin,D1073,Mipomersen
D0030,Aldesleukin,D1075,Mirtazapine
D0030,Aldesleukin,D1077,Mitomycin
D0030,Aldesleukin,D1079,Mitoxantrone
D0030,Aldesleukin,D1082,Moexipril
D0030,Aldesleukin,D1085,Monomethyl fumarate
D0030,Aldesleukin,D1089,Morphine
D0030,Aldesleukin,D1090,Morphine (liposomal)
D0030,Aldesleukin,D1092,Moxifloxacin
D0030,Aldesleukin,D1096,Nabilone
D0030,Aldesleukin,D1098,Nadolol
D0030,Aldesleukin,D1100,Nalbuphine
D0030,Aldesleukin,D1102,Nalidixic acid
D0030,Aldesleukin,D1106,Naltrexone
D0030,Aldesleukin,D1111,Natalizumab
D0030,Aldesleukin,D1113,Naxitamab
D0030,Aldesleukin,D1114,Nebivolol
D0030,Aldesleukin,D1117,Nefazodone
D0030,Aldesleukin,D1118,Nelarabine
D0030,Aldesleukin,D1119,Nelfinavir
D0030,Aldesleukin,D1130,Nicardipine
D0030,Aldesleukin,D1134,Nifedipine
D0030,Aldesleukin,D1140,Niraparib
D0030,Aldesleukin,D1141,Nisoldipine
D0030,Aldesleukin,D1143,Nitisinone
D0030,Aldesleukin,D1146,Nitroglycerin
D0030,Aldesleukin,D1147,Nitroprusside
D0030,Aldesleukin,D1155,Norfloxacin
D0030,Aldesleukin,D1158,Nortriptyline
D0030,Aldesleukin,D1165,Ofloxacin
D0030,Aldesleukin,D1167,Olaparib
D0030,Aldesleukin,D1169,Oliceridine
D0030,Aldesleukin,D1170,Olmesartan
D0030,Aldesleukin,D1174,Omacetaxine mepesuccinate
D0030,Aldesleukin,D1183,Opium
D0030,Aldesleukin,D1188,Orphenadrine
D0030,Aldesleukin,D1193,Oxaliplatin
D0030,Aldesleukin,D1197,Oxazepam
D0030,Aldesleukin,D1203,Oxycodone
D0030,Aldesleukin,D1208,Oxymorphone
D0030,Aldesleukin,D1211,Ozanimod
D0030,Aldesleukin,D1215,Paliperidone
D0030,Aldesleukin,D1224,Paraldehyde
D0030,Aldesleukin,D1229,Paroxetine
D0030,Aldesleukin,D1234,Pegaspargase
D0030,Aldesleukin,D1239,Peginterferon beta-1a
D0030,Aldesleukin,D1241,Pemetrexed
D0030,Aldesleukin,D1244,Penbutolol
D0030,Aldesleukin,D1247,Pentazocine
D0030,Aldesleukin,D1248,Pentobarbital
D0030,Aldesleukin,D1250,Pentostatin
D0030,Aldesleukin,D1256,Perindopril
D0030,Aldesleukin,D1257,Perphenazine
D0030,Aldesleukin,D1258,Pexidartinib
D0030,Aldesleukin,D1259,Pfizer-BioNTech Covid-19 Vaccine
D0030,Aldesleukin,D1263,Phenelzine
D0030,Aldesleukin,D1265,Phenobarbital
D0030,Aldesleukin,D1287,Picosulfuric acid
D0030,Aldesleukin,D1293,Pindolol
D0030,Aldesleukin,D1307,Poliovirus type 1 antigen (formaldehyde inactivated)
D0030,Aldesleukin,D1308,Polyethylene glycol (3350 with electrolytes)
D0030,Aldesleukin,D1311,Polythiazide
